Sede,Invoice No,Date,Line,Product Code,Invoice Quantity,Unit Cost,Net Unit Price,Price List,Price Limit,Price Std,Category Name,Total
DEL,DEL1188,13/05/2025,10,TUB-720,1,12.22,17.12,18.83,16.26,17.12,Tuberías,17.12
DEL,DEL1188,13/05/2025,20,ELÉ-834,2,37.6,58.5,64.35,55.57,58.5,Eléctrico,117.0
DEL,DEL1188,13/05/2025,30,PLY-230,3,39.28,58.25,64.08,55.34,58.25,Plywood,174.75
DEL,DEL1188,13/05/2025,40,PLY-391,3,12.56,22.43,24.67,21.31,22.43,Plywood,67.29
DEL,DEL1189,29/12/2025,10,PLY-218,1,26.66,46.19,50.81,43.88,46.19,Plywood,46.19
DEL,DEL1189,29/12/2025,20,CEM-264,5,27.18,48.6,53.46,46.17,48.6,Cemento,243.0
DEL,DEL1189,29/12/2025,30,FER-800,2,7.89,11.42,12.56,10.85,11.42,Ferretería,22.84
DEL,DEL1189,29/12/2025,40,PLY-795,1,13.42,19.12,21.03,18.16,19.12,Plywood,19.12
DEL,DEL1190,10/01/2026,10,PLY-235,3,34.59,65.23,71.75,61.97,65.23,Plywood,195.69
DEL,DEL1190,10/01/2026,20,CEM-369,1,34.31,52.7,57.97,50.06,52.7,Cemento,52.7
DEL,DEL1190,10/01/2026,30,PLY-254,3,15.05,21.81,23.99,20.72,21.81,Plywood,65.43
DEL,DEL1191,03/06/2025,10,ACE-320,3,24.83,45.53,50.08,43.25,45.53,Acero,136.59
DEL,DEL1191,03/06/2025,20,TUB-311,2,15.58,21.59,23.75,20.51,21.59,Tuberías,43.18
DEL,DEL1192,11/12/2025,10,PLY-804,4,25.37,40.21,44.23,38.2,40.21,Plywood,160.84
DEL,DEL1192,11/12/2025,20,TUB-405,4,7.79,11.83,13.01,11.24,11.83,Tuberías,47.32
DEL,DEL1193,17/08/2025,10,PLY-952,4,11.54,15.58,17.14,14.8,15.58,Plywood,62.32
DEL,DEL1194,14/01/2026,10,TUB-445,4,25.89,39.93,43.92,37.93,39.93,Tuberías,159.72
DEL,DEL1195,14/03/2026,10,SEG-286,3,10.12,13.49,14.84,12.82,13.49,Seguridad,40.47
DEL,DEL1195,14/03/2026,20,TUB-308,1,19.26,31.42,34.56,29.85,31.42,Tuberías,31.42
DEL,DEL1195,14/03/2026,30,PLY-696,5,6.35,11.28,12.41,10.72,11.28,Plywood,56.4
DEL,DEL1195,14/03/2026,40,PIN-568,2,21.72,39.86,43.85,37.87,39.86,Pinturas,79.72
DEL,DEL1196,05/02/2025,10,FER-113,2,17.34,27.15,29.87,25.79,27.15,Ferretería,54.3
DEL,DEL1196,05/02/2025,20,TUB-436,1,27.74,51.06,56.17,48.51,51.06,Tuberías,51.06
DEL,DEL1197,10/06/2026,10,PLY-692,4,29.74,55.77,61.35,52.98,55.77,Plywood,223.08
DEL,DEL1197,10/06/2026,20,PLY-991,1,30.5,45.14,49.65,42.88,45.14,Plywood,45.14
DEL,DEL1198,19/01/2025,10,ACE-397,5,39.25,62.7,68.97,59.56,62.7,Acero,313.5
DEL,DEL1198,19/01/2025,20,TUB-439,1,12.39,23.21,25.53,22.05,23.21,Tuberías,23.21
DEL,DEL1198,19/01/2025,30,PLY-495,5,20.15,30.32,33.35,28.8,30.32,Plywood,151.6
DEL,DEL1199,02/01/2026,10,TUB-226,3,38.97,71.45,78.6,67.88,71.45,Tuberías,214.35
DEL,DEL1199,02/01/2026,20,HER-122,2,5.96,8.9,9.79,8.46,8.9,Herramientas,17.8
PAL,PAL1000,25/04/2025,10,PLY-718,4,21.15,31.55,34.71,29.97,31.55,Plywood,126.2
PAL,PAL1001,24/02/2025,10,PIN-832,5,21.61,28.37,31.21,26.95,28.37,Pinturas,141.85
PAL,PAL1001,24/02/2025,20,CEM-403,5,29.33,38.19,42.01,36.28,38.19,Cemento,190.95
PAL,PAL1001,24/02/2025,30,SEG-800,4,27.31,46.34,50.97,44.02,46.34,Seguridad,185.36
PAL,PAL1001,24/02/2025,40,PIN-202,5,7.28,12.43,13.67,11.81,12.43,Pinturas,62.15
PAL,PAL1002,07/03/2025,10,CEM-862,4,32.35,42.44,46.68,40.32,42.44,Cemento,169.76
PAL,PAL1002,07/03/2025,20,PLY-654,5,28.9,53.07,58.38,50.42,53.07,Plywood,265.35
PAL,PAL1002,07/03/2025,30,PIN-151,5,37.65,53.21,58.53,50.55,53.21,Pinturas,266.05
PAL,PAL1003,22/10/2025,10,TUB-335,2,33.28,51.45,56.6,48.88,51.45,Tuberías,102.9
PAL,PAL1003,22/10/2025,20,TUB-590,1,15.8,23.87,26.26,22.68,23.87,Tuberías,23.87
PAL,PAL1004,06/07/2025,10,TUB-746,2,24.38,44.44,48.88,42.22,44.44,Tuberías,88.88
PAL,PAL1005,07/05/2026,10,CEM-938,4,20.69,31.35,34.49,29.78,31.35,Cemento,125.4
PAL,PAL1005,07/05/2026,20,PIN-481,1,15.93,28.74,31.61,27.3,28.74,Pinturas,28.74
PAL,PAL1006,01/07/2025,10,TUB-898,4,7.2,9.39,10.33,8.92,9.39,Tuberías,37.56
PAL,PAL1006,01/07/2025,20,PLY-164,4,27.92,38.71,42.58,36.77,38.71,Plywood,154.84
PAL,PAL1006,01/07/2025,30,TUB-176,3,24.64,39.03,42.93,37.08,39.03,Tuberías,117.09
PAL,PAL1007,14/01/2025,10,ACE-931,3,26.71,42.96,47.26,40.81,42.96,Acero,128.88
PAL,PAL1007,14/01/2025,20,TUB-445,1,22.01,37.68,41.45,35.8,37.68,Tuberías,37.68
PAL,PAL1008,16/02/2026,10,PLY-152,4,20.87,27.88,30.67,26.49,27.88,Plywood,111.52
PAL,PAL1008,16/02/2026,20,PLY-527,5,25.74,33.93,37.32,32.23,33.93,Plywood,169.65
PAL,PAL1008,16/02/2026,30,TUB-572,1,20.23,35.76,39.34,33.97,35.76,Tuberías,35.76
PAL,PAL1008,16/02/2026,40,CEM-438,2,37.05,67.93,74.72,64.53,67.93,Cemento,135.86
PAL,PAL1009,09/05/2026,10,TUB-731,1,32.08,47.24,51.96,44.88,47.24,Tuberías,47.24
PAL,PAL1009,09/05/2026,20,PLY-882,1,37.05,54.76,60.24,52.02,54.76,Plywood,54.76
PAL,PAL1009,09/05/2026,30,TUB-623,2,35.59,65.41,71.95,62.14,65.41,Tuberías,130.82
PAL,PAL1009,09/05/2026,40,PIN-616,1,26.38,40.54,44.59,38.51,40.54,Pinturas,40.54
PAL,PAL1010,11/01/2026,10,ACE-688,5,8.93,14.25,15.68,13.54,14.25,Acero,71.25
PAL,PAL1010,11/01/2026,20,PLY-106,2,33.16,58.23,64.05,55.32,58.23,Plywood,116.46
PAL,PAL1010,11/01/2026,30,PLY-883,2,15.78,29.39,32.33,27.92,29.39,Plywood,58.78
PAL,PAL1010,11/01/2026,40,PLY-784,3,26.29,40.01,44.01,38.01,40.01,Plywood,120.03
PAL,PAL1011,24/03/2026,10,PLY-316,1,24.09,44.12,48.53,41.91,44.12,Plywood,44.12
PAL,PAL1012,29/10/2025,10,ACE-661,3,9.62,16.39,18.03,15.57,16.39,Acero,49.17
PAL,PAL1013,10/06/2025,10,PLY-754,2,20.96,39.42,43.36,37.45,39.42,Plywood,78.84
PAL,PAL1013,10/06/2025,20,PIN-927,3,14.74,19.75,21.73,18.76,19.75,Pinturas,59.25
PAL,PAL1013,10/06/2025,30,CEM-150,2,15.14,27.05,29.76,25.7,27.05,Cemento,54.1
PAL,PAL1013,10/06/2025,40,PIN-529,5,26.93,47.65,52.41,45.27,47.65,Pinturas,238.25
PAL,PAL1014,05/03/2025,10,TUB-408,4,31.82,50.06,55.07,47.56,50.06,Tuberías,200.24
PAL,PAL1014,05/03/2025,20,PLY-121,3,13.92,25.72,28.29,24.43,25.72,Plywood,77.16
PAL,PAL1014,05/03/2025,30,CEM-687,1,38.42,63.26,69.59,60.1,63.26,Cemento,63.26
PAL,PAL1015,07/10/2025,10,ELÉ-631,2,39.7,62.5,68.75,59.38,62.5,Eléctrico,125.0
PAL,PAL1016,01/03/2025,10,TUB-711,4,19.57,26.05,28.66,24.75,26.05,Tuberías,104.2
PAL,PAL1017,17/04/2025,10,PLY-991,4,20.25,26.98,29.68,25.63,26.98,Plywood,107.92
PAL,PAL1017,17/04/2025,20,ACE-970,3,20.52,35.01,38.51,33.26,35.01,Acero,105.03
PAL,PAL1018,20/01/2025,10,ACE-569,4,7.7,13.98,15.38,13.28,13.98,Acero,55.92
PAL,PAL1018,20/01/2025,20,PLY-247,5,36.71,50.33,55.36,47.81,50.33,Plywood,251.65
PAL,PAL1018,20/01/2025,30,PLY-893,3,39.44,56.19,61.81,53.38,56.19,Plywood,168.57
PAL,PAL1019,29/04/2025,10,PIN-716,3,23.68,38.25,42.08,36.34,38.25,Pinturas,114.75
PAL,PAL1020,02/06/2026,10,TUB-908,3,17.62,27.66,30.43,26.28,27.66,Tuberías,82.98
PAL,PAL1020,02/06/2026,20,CEM-383,2,23.51,40.4,44.44,38.38,40.4,Cemento,80.8
PAL,PAL1021,02/07/2025,10,ACA-931,4,20.3,37.88,41.67,35.99,37.88,Acabados,151.52
PAL,PAL1021,02/07/2025,20,CEM-197,4,35.86,51.49,56.64,48.92,51.49,Cemento,205.96
PAL,PAL1021,02/07/2025,30,TUB-119,3,37.58,52.44,57.68,49.82,52.44,Tuberías,157.32
PAL,PAL1021,02/07/2025,40,PIN-991,3,31.09,45.2,49.72,42.94,45.2,Pinturas,135.6
PAL,PAL1022,30/06/2025,10,PLY-956,3,11.02,14.92,16.41,14.17,14.92,Plywood,44.76
PAL,PAL1022,30/06/2025,20,CEM-680,3,24.48,45.22,49.74,42.96,45.22,Cemento,135.66
PAL,PAL1022,30/06/2025,30,PIN-246,1,35.63,53.89,59.28,51.2,53.89,Pinturas,53.89
PAL,PAL1023,03/10/2025,10,PIN-652,1,21.32,37.34,41.07,35.47,37.34,Pinturas,37.34
PAL,PAL1023,03/10/2025,20,TUB-710,5,32.64,43.62,47.98,41.44,43.62,Tuberías,218.1
PAL,PAL1023,03/10/2025,30,PLY-664,1,26.68,50.5,55.55,47.97,50.5,Plywood,50.5
PAL,PAL1023,03/10/2025,40,TUB-487,2,23.93,40.12,44.13,38.11,40.12,Tuberías,80.24
PAL,PAL1024,05/01/2026,10,SEG-485,1,28.61,51.02,56.12,48.47,51.02,Seguridad,51.02
PAL,PAL1024,05/01/2026,20,TUB-615,5,37.54,55.1,60.61,52.34,55.1,Tuberías,275.5
PAL,PAL1024,05/01/2026,30,TUB-805,5,11.47,17.5,19.25,16.62,17.5,Tuberías,87.5
PAL,PAL1025,08/10/2025,10,PLY-621,5,36.31,59.52,65.47,56.54,59.52,Plywood,297.6
PAL,PAL1025,08/10/2025,20,ELÉ-695,4,22.91,39.62,43.58,37.64,39.62,Eléctrico,158.48
PAL,PAL1025,08/10/2025,30,CEM-168,2,30.37,46.11,50.72,43.8,46.11,Cemento,92.22
PAL,PAL1026,22/04/2026,10,PIN-145,1,20.34,27.03,29.73,25.68,27.03,Pinturas,27.03
PAL,PAL1026,22/04/2026,20,CEM-177,4,14.45,24.31,26.74,23.09,24.31,Cemento,97.24
PAL,PAL1027,12/12/2025,10,PLY-842,5,8.0,11.2,12.32,10.64,11.2,Plywood,56.0
PAL,PAL1027,12/12/2025,20,CEM-591,1,26.06,42.73,47.0,40.59,42.73,Cemento,42.73
PAL,PAL1027,12/12/2025,30,ACE-872,1,22.75,32.27,35.5,30.66,32.27,Acero,32.27
PAL,PAL1028,31/07/2025,10,PIN-454,1,35.51,55.4,60.94,52.63,55.4,Pinturas,55.4
PAL,PAL1028,31/07/2025,20,PLY-248,2,39.97,72.11,79.32,68.5,72.11,Plywood,144.22
PAL,PAL1028,31/07/2025,30,TUB-595,5,17.29,22.57,24.83,21.44,22.57,Tuberías,112.85
PAL,PAL1028,31/07/2025,40,PLY-898,2,38.64,53.48,58.83,50.81,53.48,Plywood,106.96
PAL,PAL1029,30/03/2026,10,PLY-330,1,26.7,44.67,49.14,42.44,44.67,Plywood,44.67
PAL,PAL1029,30/03/2026,20,PLY-166,5,10.23,16.11,17.72,15.3,16.11,Plywood,80.55
PAL,PAL1029,30/03/2026,30,CEM-406,4,11.76,21.45,23.6,20.38,21.45,Cemento,85.8
PAL,PAL1030,14/01/2025,10,PLY-900,5,20.66,32.74,36.01,31.1,32.74,Plywood,163.7
PAL,PAL1031,21/05/2026,10,ACE-184,5,26.26,37.45,41.2,35.58,37.45,Acero,187.25
PAL,PAL1031,21/05/2026,20,PLY-456,3,39.02,70.02,77.02,66.52,70.02,Plywood,210.06
PAL,PAL1032,31/12/2025,10,TUB-800,5,20.84,30.13,33.14,28.62,30.13,Tuberías,150.65
PAL,PAL1032,31/12/2025,20,PLY-889,3,11.76,19.21,21.13,18.25,19.21,Plywood,57.63
PAL,PAL1032,31/12/2025,30,ACE-434,3,13.3,20.72,22.79,19.68,20.72,Acero,62.16
PAL,PAL1033,03/07/2025,10,PIN-764,2,37.66,56.31,61.94,53.49,56.31,Pinturas,112.62
PAL,PAL1033,03/07/2025,20,PIN-633,5,18.29,25.45,28.0,24.18,25.45,Pinturas,127.25
PAL,PAL1033,03/07/2025,30,CEM-651,1,34.9,53.2,58.52,50.54,53.2,Cemento,53.2
PAL,PAL1034,05/08/2025,10,PIN-876,4,8.09,10.83,11.91,10.29,10.83,Pinturas,43.32
PAL,PAL1035,23/10/2025,10,CEM-754,1,13.38,22.81,25.09,21.67,22.81,Cemento,22.81
PAL,PAL1035,23/10/2025,20,PLY-325,2,38.76,61.52,67.67,58.44,61.52,Plywood,123.04
PAL,PAL1035,23/10/2025,30,PLY-271,4,18.64,24.39,26.83,23.17,24.39,Plywood,97.56
PAL,PAL1035,23/10/2025,40,ELÉ-667,1,14.88,24.34,26.77,23.12,24.34,Eléctrico,24.34
PAL,PAL1036,27/03/2025,10,PLY-739,3,19.34,36.14,39.75,34.33,36.14,Plywood,108.42
PAL,PAL1036,27/03/2025,20,PIN-480,2,39.25,57.95,63.75,55.05,57.95,Pinturas,115.9
PAL,PAL1036,27/03/2025,30,CEM-872,3,18.15,24.49,26.94,23.27,24.49,Cemento,73.47
PAL,PAL1037,27/02/2025,10,PIN-275,3,39.14,51.08,56.19,48.53,51.08,Pinturas,153.24
PAL,PAL1037,27/02/2025,20,TUB-675,1,12.19,23.09,25.4,21.94,23.09,Tuberías,23.09
PAL,PAL1038,12/12/2025,10,TUB-923,3,35.09,65.44,71.98,62.17,65.44,Tuberías,196.32
PAL,PAL1038,12/12/2025,20,PLY-106,3,23.74,38.97,42.87,37.02,38.97,Plywood,116.91
PAL,PAL1038,12/12/2025,30,CEM-163,2,8.84,14.77,16.25,14.03,14.77,Cemento,29.54
PAL,PAL1038,12/12/2025,40,ELÉ-860,4,37.49,65.74,72.31,62.45,65.74,Eléctrico,262.96
PAL,PAL1039,15/08/2025,10,CEM-197,5,14.76,23.44,25.78,22.27,23.44,Cemento,117.2
PAL,PAL1039,15/08/2025,20,PLY-711,1,5.12,9.5,10.45,9.03,9.5,Plywood,9.5
PAL,PAL1039,15/08/2025,30,PLY-397,3,14.85,27.03,29.73,25.68,27.03,Plywood,81.09
PAL,PAL1040,04/03/2026,10,PLY-368,1,36.82,48.66,53.53,46.23,48.66,Plywood,48.66
PAL,PAL1040,04/03/2026,20,CEM-592,4,7.34,13.08,14.39,12.43,13.08,Cemento,52.32
PAL,PAL1041,13/05/2026,10,PLY-741,2,15.85,21.2,23.32,20.14,21.2,Plywood,42.4
PAL,PAL1041,13/05/2026,20,PLY-510,2,37.69,51.44,56.58,48.87,51.44,Plywood,102.88
PAL,PAL1042,13/10/2025,10,CEM-424,1,38.91,62.67,68.94,59.54,62.67,Cemento,62.67
PAL,PAL1042,13/10/2025,20,CEM-552,1,36.18,67.25,73.98,63.89,67.25,Cemento,67.25
PAL,PAL1043,20/09/2025,10,PIN-925,2,7.61,11.66,12.83,11.08,11.66,Pinturas,23.32
PAL,PAL1043,20/09/2025,20,PLY-276,5,13.23,18.33,20.16,17.41,18.33,Plywood,91.65
PAL,PAL1043,20/09/2025,30,PLY-953,1,19.59,34.78,38.26,33.04,34.78,Plywood,34.78
PAL,PAL1043,20/09/2025,40,PLY-401,1,28.74,41.17,45.29,39.11,41.17,Plywood,41.17
PAL,PAL1044,02/06/2026,10,TUB-864,5,16.61,21.67,23.84,20.59,21.67,Tuberías,108.35
PAL,PAL1045,03/01/2026,10,TUB-865,3,36.5,63.48,69.83,60.31,63.48,Tuberías,190.44
PAL,PAL1046,27/08/2025,10,PLY-973,2,26.24,46.69,51.36,44.36,46.69,Plywood,93.38
PAL,PAL1046,27/08/2025,20,PIN-127,1,33.07,59.74,65.71,56.75,59.74,Pinturas,59.74
PAL,PAL1047,27/09/2025,10,TUB-884,2,26.58,39.34,43.27,37.37,39.34,Tuberías,78.68
PAL,PAL1047,27/09/2025,20,TUB-550,1,18.5,25.3,27.83,24.04,25.3,Tuberías,25.3
PAL,PAL1047,27/09/2025,30,PLY-956,4,37.35,48.69,53.56,46.26,48.69,Plywood,194.76
PAL,PAL1048,26/12/2025,10,ACA-261,2,7.52,12.55,13.81,11.92,12.55,Acabados,25.1
PAL,PAL1048,26/12/2025,20,PLY-582,3,39.4,52.05,57.26,49.45,52.05,Plywood,156.15
PAL,PAL1048,26/12/2025,30,PLY-481,4,31.51,45.93,50.52,43.63,45.93,Plywood,183.72
PAL,PAL1049,18/02/2025,10,PLY-746,2,39.65,69.06,75.97,65.61,69.06,Plywood,138.12
PAL,PAL1049,18/02/2025,20,PLY-745,2,8.65,14.91,16.4,14.16,14.91,Plywood,29.82
PAL,PAL1050,04/05/2025,10,PLY-205,2,7.65,13.01,14.31,12.36,13.01,Plywood,26.02
PAL,PAL1050,04/05/2025,20,FER-557,2,21.51,33.02,36.32,31.37,33.02,Ferretería,66.04
PAL,PAL1050,04/05/2025,30,ELÉ-641,2,9.15,13.67,15.04,12.99,13.67,Eléctrico,27.34
PAL,PAL1051,20/04/2026,10,CEM-241,2,10.61,19.75,21.73,18.76,19.75,Cemento,39.5
PAL,PAL1051,20/04/2026,20,TUB-901,5,9.19,17.19,18.91,16.33,17.19,Tuberías,85.95
PAL,PAL1051,20/04/2026,30,PIN-265,3,15.24,23.35,25.69,22.18,23.35,Pinturas,70.05
PAL,PAL1051,20/04/2026,40,PLY-965,4,9.11,16.19,17.81,15.38,16.19,Plywood,64.76
PAL,PAL1052,13/01/2025,10,CEM-326,4,7.32,11.26,12.39,10.7,11.26,Cemento,45.04
PAL,PAL1052,13/01/2025,20,PIN-485,5,13.56,20.03,22.03,19.03,20.03,Pinturas,100.15
PAL,PAL1052,13/01/2025,30,PLY-782,2,12.8,23.42,25.76,22.25,23.42,Plywood,46.84
PAL,PAL1052,13/01/2025,40,FER-368,5,18.02,33.98,37.38,32.28,33.98,Ferretería,169.9
PAL,PAL1053,22/06/2025,10,TUB-347,3,14.68,26.2,28.82,24.89,26.2,Tuberías,78.6
PAL,PAL1053,22/06/2025,20,PLY-871,3,14.55,25.42,27.96,24.15,25.42,Plywood,76.26
PAL,PAL1054,05/07/2025,10,PIN-575,5,32.13,52.78,58.06,50.14,52.78,Pinturas,263.9
PAL,PAL1054,05/07/2025,20,ACE-904,1,15.37,27.14,29.85,25.78,27.14,Acero,27.14
PAL,PAL1054,05/07/2025,30,PLY-101,1,24.05,36.09,39.7,34.29,36.09,Plywood,36.09
PAL,PAL1055,19/06/2025,10,HER-783,4,21.29,38.46,42.31,36.54,38.46,Herramientas,153.84
PAL,PAL1055,19/06/2025,20,CEM-873,4,35.35,48.97,53.87,46.52,48.97,Cemento,195.88
PAL,PAL1056,03/01/2026,10,CEM-810,5,9.95,16.49,18.14,15.67,16.49,Cemento,82.45
PAL,PAL1056,03/01/2026,20,CEM-146,1,37.76,67.42,74.16,64.05,67.42,Cemento,67.42
PAL,PAL1056,03/01/2026,30,PIN-153,1,6.48,9.17,10.09,8.71,9.17,Pinturas,9.17
PAL,PAL1057,21/11/2025,10,PLY-491,5,30.38,54.81,60.29,52.07,54.81,Plywood,274.05
PAL,PAL1058,04/06/2026,10,PLY-591,3,20.02,30.47,33.52,28.95,30.47,Plywood,91.41
PAL,PAL1059,16/10/2025,10,CEM-621,3,7.48,13.25,14.58,12.59,13.25,Cemento,39.75
PAL,PAL1059,16/10/2025,20,CEM-307,3,32.91,58.37,64.21,55.45,58.37,Cemento,175.11
PAL,PAL1060,30/10/2025,10,PIN-654,1,21.72,36.6,40.26,34.77,36.6,Pinturas,36.6
PAL,PAL1060,30/10/2025,20,CEM-371,1,11.83,16.34,17.97,15.52,16.34,Cemento,16.34
PAL,PAL1060,30/10/2025,30,ELÉ-370,4,25.13,45.75,50.33,43.46,45.75,Eléctrico,183.0
PAL,PAL1060,30/10/2025,40,PLY-424,2,30.88,52.59,57.85,49.96,52.59,Plywood,105.18
PAL,PAL1061,13/09/2025,10,FER-568,3,8.64,14.76,16.24,14.02,14.76,Ferretería,44.28
PAL,PAL1061,13/09/2025,20,PIN-189,5,31.25,53.91,59.3,51.21,53.91,Pinturas,269.55
PAL,PAL1061,13/09/2025,30,PLY-308,1,7.32,9.69,10.66,9.21,9.69,Plywood,9.69
PAL,PAL1061,13/09/2025,40,CEM-615,4,9.11,13.86,15.25,13.17,13.86,Cemento,55.44
PAL,PAL1062,15/04/2025,10,CEM-359,3,39.77,68.18,75.0,64.77,68.18,Cemento,204.54
PAL,PAL1062,15/04/2025,20,CEM-881,4,34.94,51.66,56.83,49.08,51.66,Cemento,206.64
PAL,PAL1063,27/09/2025,10,PLY-155,5,27.84,46.12,50.73,43.81,46.12,Plywood,230.6
PAL,PAL1063,27/09/2025,20,TUB-606,4,6.69,10.64,11.7,10.11,10.64,Tuberías,42.56
PAL,PAL1064,13/10/2025,10,PLY-286,4,27.57,46.04,50.64,43.74,46.04,Plywood,184.16
PAL,PAL1065,01/01/2025,10,PLY-222,3,35.49,54.36,59.8,51.64,54.36,Plywood,163.08
PAL,PAL1066,22/06/2025,10,PIN-878,5,31.56,57.38,63.12,54.51,57.38,Pinturas,286.9
PAL,PAL1066,22/06/2025,20,PLY-710,1,26.42,38.33,42.16,36.41,38.33,Plywood,38.33
PAL,PAL1066,22/06/2025,30,ELÉ-253,2,26.68,43.03,47.33,40.88,43.03,Eléctrico,86.06
PAL,PAL1066,22/06/2025,40,ACA-280,4,36.44,57.41,63.15,54.54,57.41,Acabados,229.64
PAL,PAL1067,16/06/2026,10,CEM-684,4,32.63,55.71,61.28,52.92,55.71,Cemento,222.84
PAL,PAL1067,16/06/2026,20,PLY-624,2,8.22,12.23,13.45,11.62,12.23,Plywood,24.46
PAL,PAL1067,16/06/2026,30,PLY-574,1,29.51,51.57,56.73,48.99,51.57,Plywood,51.57
PAL,PAL1067,16/06/2026,40,ELÉ-339,3,21.0,31.61,34.77,30.03,31.61,Eléctrico,94.83
PAL,PAL1068,14/04/2026,10,TUB-897,3,31.46,49.54,54.49,47.06,49.54,Tuberías,148.62
PAL,PAL1068,14/04/2026,20,PLY-164,1,28.14,41.06,45.17,39.01,41.06,Plywood,41.06
PAL,PAL1068,14/04/2026,30,PLY-825,3,36.28,65.02,71.52,61.77,65.02,Plywood,195.06
PAL,PAL1068,14/04/2026,40,ELÉ-139,3,20.16,32.89,36.18,31.25,32.89,Eléctrico,98.67
PAL,PAL1069,03/03/2026,10,CEM-369,3,15.99,22.85,25.14,21.71,22.85,Cemento,68.55
PAL,PAL1069,03/03/2026,20,CEM-691,5,18.94,29.27,32.2,27.81,29.27,Cemento,146.35
PAL,PAL1069,03/03/2026,30,TUB-563,1,12.46,19.39,21.33,18.42,19.39,Tuberías,19.39
PAL,PAL1070,09/05/2026,10,PLY-449,3,28.95,41.9,46.09,39.8,41.9,Plywood,125.7
PAL,PAL1070,09/05/2026,20,PLY-255,3,35.75,51.82,57.0,49.23,51.82,Plywood,155.46
PAL,PAL1070,09/05/2026,30,CEM-480,4,31.31,44.14,48.55,41.93,44.14,Cemento,176.56
PAL,PAL1070,09/05/2026,40,PLY-791,2,20.07,29.88,32.87,28.39,29.88,Plywood,59.76
PAL,PAL1071,11/11/2025,10,ACE-677,4,37.64,49.99,54.99,47.49,49.99,Acero,199.96
PAL,PAL1071,11/11/2025,20,SEG-824,5,7.58,9.91,10.9,9.41,9.91,Seguridad,49.55
PAL,PAL1072,19/08/2025,10,ELÉ-527,3,36.44,49.03,53.93,46.58,49.03,Eléctrico,147.09
PAL,PAL1073,28/10/2025,10,TUB-422,5,27.49,37.01,40.71,35.16,37.01,Tuberías,185.05
PAL,PAL1073,28/10/2025,20,PLY-897,3,15.69,29.75,32.73,28.26,29.75,Plywood,89.25
PAL,PAL1074,27/10/2025,10,TUB-539,4,10.84,20.23,22.25,19.22,20.23,Tuberías,80.92
PAL,PAL1074,27/10/2025,20,SEG-182,3,14.94,27.73,30.5,26.34,27.73,Seguridad,83.19
PAL,PAL1074,27/10/2025,30,CEM-532,4,15.43,25.5,28.05,24.22,25.5,Cemento,102.0
PAL,PAL1074,27/10/2025,40,PLY-754,4,33.42,44.42,48.86,42.2,44.42,Plywood,177.68
PAL,PAL1075,09/05/2026,10,CEM-325,3,12.99,20.25,22.28,19.24,20.25,Cemento,60.75
PAL,PAL1075,09/05/2026,20,PLY-468,1,5.16,9.29,10.22,8.83,9.29,Plywood,9.29
PAL,PAL1075,09/05/2026,30,CEM-119,3,5.24,8.31,9.14,7.89,8.31,Cemento,24.93
PAL,PAL1075,09/05/2026,40,ELÉ-170,2,20.56,36.43,40.07,34.61,36.43,Eléctrico,72.86
PAL,PAL1076,01/09/2025,10,TUB-846,3,11.24,20.3,22.33,19.29,20.3,Tuberías,60.9
PAL,PAL1076,01/09/2025,20,ACE-210,2,11.25,14.67,16.14,13.94,14.67,Acero,29.34
PAL,PAL1077,01/04/2025,10,PLY-136,5,12.31,16.46,18.11,15.64,16.46,Plywood,82.3
PAL,PAL1077,01/04/2025,20,CEM-966,4,32.56,45.27,49.8,43.01,45.27,Cemento,181.08
PAL,PAL1078,15/03/2025,10,PLY-719,3,22.88,41.27,45.4,39.21,41.27,Plywood,123.81
PAL,PAL1078,15/03/2025,20,PIN-715,4,13.89,21.36,23.5,20.29,21.36,Pinturas,85.44
PAL,PAL1078,15/03/2025,30,ACE-856,1,28.02,49.36,54.3,46.89,49.36,Acero,49.36
PAL,PAL1078,15/03/2025,40,PLY-286,4,28.86,41.51,45.66,39.43,41.51,Plywood,166.04
PAL,PAL1079,16/04/2026,10,PIN-517,5,31.67,49.52,54.47,47.04,49.52,Pinturas,247.6
PAL,PAL1080,18/02/2026,10,PLY-447,5,17.42,22.71,24.98,21.57,22.71,Plywood,113.55
PAL,PAL1081,21/04/2026,10,ELÉ-812,4,38.84,52.12,57.33,49.51,52.12,Eléctrico,208.48
PAL,PAL1081,21/04/2026,20,TUB-810,1,8.4,11.58,12.74,11.0,11.58,Tuberías,11.58
PAL,PAL1081,21/04/2026,30,CEM-770,2,34.69,56.22,61.84,53.41,56.22,Cemento,112.44
PAL,PAL1082,15/10/2025,10,CEM-622,2,6.92,9.92,10.91,9.42,9.92,Cemento,19.84
PAL,PAL1082,15/10/2025,20,CEM-472,2,32.84,57.92,63.71,55.02,57.92,Cemento,115.84
PAL,PAL1082,15/10/2025,30,TUB-116,3,10.11,17.77,19.55,16.88,17.77,Tuberías,53.31
PAL,PAL1083,19/01/2025,10,PLY-541,4,8.27,12.02,13.22,11.42,12.02,Plywood,48.08
PAL,PAL1083,19/01/2025,20,PIN-561,2,17.02,27.94,30.73,26.54,27.94,Pinturas,55.88
PAL,PAL1083,19/01/2025,30,TUB-119,4,23.45,42.96,47.26,40.81,42.96,Tuberías,171.84
